,Parameter,General source,Source,Commodity,Value,"Commodity, source"
247,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 14,Al,-0.99902806653667,"Al, this study"
248,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 15,Al,-0.2189105917547487,"Al, this study"
249,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 16,Al,-0.0678621604782752,"Al, this study"
250,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 17,Al,-0.1271247731791897,"Al, this study"
251,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 18,Al,-0.4618980428377267,"Al, this study"
252,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 19,Al,-0.0751956792010192,"Al, this study"
253,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 20,Al,-0.7517955438674669,"Al, this study"
254,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 21,Al,-0.2288023483500553,"Al, this study"
255,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 22,Al,-0.5413381553697599,"Al, this study"
256,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 23,Al,-0.1656801550865621,"Al, this study"
257,"Mine cost elasticity
to ore grade ( ), n=1",This study,This study 24,Al,-0.5360760441050256,"Al, this study"
258,"Collection elasticity to
scrap price ( ), n=11",Literature,Blomberg and Hellmer (2000),Al,0.17,"Al, literature"
259,"Collection elasticity to
scrap price ( ), n=11",Literature,Blomberg and Soderholm (2009),Al,0.21,"Al, literature"
260,"Collection elasticity to
scrap price ( ), n=11",Literature,Carlsen (1980),Al,0.32,"Al, literature"
261,"Collection elasticity to
scrap price ( ), n=11",Literature,Fisher and Owen (1981),Al,0.9207,"Al, literature"
262,"Collection elasticity to
scrap price ( ), n=11",Literature,Grant (1999),Al,0.6,"Al, literature"
263,"Collection elasticity to
scrap price ( ), n=11",Literature,Slade (1980a),Al,0.24,"Al, literature"
264,"Collection elasticity to
scrap price ( ), n=11",Literature,Suslow (1986),Al,1.96,"Al, literature"
265,"Collection elasticity to
scrap price ( ), n=11",Literature,US EPA (1998),Al,2.33,"Al, literature"
266,"Collection elasticity to
scrap price ( ), n=11",Literature,Zink et al. (2018),Al,0.174,"Al, literature"
267,"Collection elasticity to
scrap price ( ), n=11",Literature,"Blomberg (2007), a",Al,0.21,"Al, literature"
268,"Collection elasticity to
scrap price ( ), n=11",Literature,"Blomberg (2007), b",Al,0.78,"Al, literature"
269,"Direct melt fraction elasticity
to scrap spread ( ), n=2",Literature,Suslow (1986),Al,1.08,"Al, literature"
270,"Direct melt fraction elasticity
to scrap spread ( ), n=2",Literature,Zink et al. (2018),Al,0.191,"Al, literature"
271,"Intensity elasticity to
price (***), n=61",Literature,Charles River Associates (1971) - from demand,Al,-0.2,"Al, literature"
272,"Intensity elasticity to
price (***), n=61",Literature,Evans and Lewis (2005) - from demand,Al,-0.0765,"Al, literature"
273,"Intensity elasticity to
price (***), n=61",Literature,Fernandez (2018) - from demand,Al,0.367,"Al, literature"
274,"Intensity elasticity to
price (***), n=61",Literature,Fernandez (2018) - from demand,Al,-0.333,"Al, literature"
275,"Intensity elasticity to
price (***), n=61",Literature,"Fernandez (2018), a - from demand",Al,-0.593,"Al, literature"
276,"Intensity elasticity to
price (***), n=61",Literature,"Fernandez (2018), a - from demand",Al,0.01,"Al, literature"
277,"Intensity elasticity to
price (***), n=61",Literature,"Fernandez (2018), b - from demand",Al,-0.333,"Al, literature"
278,"Intensity elasticity to
price (***), n=61",Literature,"Fernandez (2018), b - from demand",Al,0.029,"Al, literature"
279,"Intensity elasticity to
price (***), n=61",Literature,"Fernandez (2018), c - from demand",Al,0.029,"Al, literature"
280,"Intensity elasticity to
price (***), n=61",Literature,"Fernandez (2018), c - from demand",Al,-0.593,"Al, literature"
281,"Intensity elasticity to
price (***), n=61",Literature,"Fernandez (2018), d - from demand",Al,0.01,"Al, literature"
282,"Intensity elasticity to
price (***), n=61",Literature,"Fernandez (2018), e - from demand",Al,-0.07,"Al, literature"
283,"Intensity elasticity to
price (***), n=61",Literature,"Fernandez (2018), f - from demand",Al,-0.086,"Al, literature"
284,"Intensity elasticity to
price (***), n=61",Literature,Fisher (1981) - from demand,Al,-0.3049,"Al, literature"
285,"Intensity elasticity to
price (***), n=61",Literature,Fisher (1981) - from demand,Al,-0.2457,"Al, literature"
286,"Intensity elasticity to
price (***), n=61",Literature,"Fisher and Owen (1981), a - from demand",Al,-0.246,"Al, literature"
287,"Intensity elasticity to
price (***), n=61",Literature,"Fisher and Owen (1981), b - from demand",Al,-0.3049,"Al, literature"
288,"Intensity elasticity to
price (***), n=61",Literature,Hojman (1981) - from demand,Al,-0.59,"Al, literature"
289,"Intensity elasticity to
price (***), n=61",Literature,Hojman (1981) - from demand,Al,-0.45,"Al, literature"
290,"Intensity elasticity to
price (***), n=61",Literature,Hojman (1981) - from demand,Al,-1.02,"Al, literature"
291,"Intensity elasticity to
price (***), n=61",Literature,Hojman (1981) - from demand,Al,-0.39,"Al, literature"
292,"Intensity elasticity to
price (***), n=61",Literature,Hojman (1981) - from demand,Al,-0.61,"Al, literature"
293,"Intensity elasticity to
price (***), n=61",Literature,Hojman (1981) - from demand,Al,-0.42,"Al, literature"
294,"Intensity elasticity to
price (***), n=61",Literature,Hojman (1981) - from demand,Al,-1.33,"Al, literature"
295,"Intensity elasticity to
price (***), n=61",Literature,Hojman (1981) - from demand,Al,-0.4,"Al, literature"
296,"Intensity elasticity to
price (***), n=61",Literature,Pei (1999) - from demand,Al,-0.367,"Al, literature"
297,"Intensity elasticity to
price (***), n=61",Literature,Pei (1999) - from demand,Al,0.216,"Al, literature"
298,"Intensity elasticity to
price (***), n=61",Literature,Pei (1999) - from demand,Al,-0.169,"Al, literature"
299,"Intensity elasticity to
price (***), n=61",Literature,Pei (1999) - from demand,Al,0.372,"Al, literature"
300,"Intensity elasticity to
price (***), n=61",Literature,"Pei (1999), a - from demand",Al,0.231,"Al, literature"
301,"Intensity elasticity to
price (***), n=61",Literature,"Pei (1999), a - from demand",Al,0.784,"Al, literature"
302,"Intensity elasticity to
price (***), n=61",Literature,"Pei (1999), a - from demand",Al,0.157,"Al, literature"
303,"Intensity elasticity to
price (***), n=61",Literature,"Pei (1999), b - from demand",Al,0.229,"Al, literature"
304,"Intensity elasticity to
price (***), n=61",Literature,"Pei (1999), b - from demand",Al,1.133,"Al, literature"
305,"Intensity elasticity to
price (***), n=61",Literature,"Pei (1999), b - from demand",Al,0.159,"Al, literature"
306,"Intensity elasticity to
price (***), n=61",Literature,"Pei and Tilton (1999), a - from demand",Al,-0.02,"Al, literature"
307,"Intensity elasticity to
price (***), n=61",Literature,"Pei and Tilton (1999), b - from demand",Al,0.317,"Al, literature"
308,"Intensity elasticity to
price (***), n=61",Literature,Stuermer (2017) - from demand,Al,-0.773,"Al, literature"
309,"Intensity elasticity to
price (***), n=61",Literature,Suslow (1986) - from demand,Al,-1.93,"Al, literature"
310,"Intensity elasticity to
price (***), n=61",Literature,"Tcha (2002), a - from demand",Al,-0.005,"Al, literature"
311,"Intensity elasticity to
price (***), n=61",Literature,"Tcha (2002), a - from demand",Al,0.105,"Al, literature"
312,"Intensity elasticity to
price (***), n=61",Literature,"Tcha (2002), a - from demand",Al,0.082,"Al, literature"
313,"Intensity elasticity to
price (***), n=61",Literature,"Tcha (2002), a - from demand",Al,0.016,"Al, literature"
314,"Intensity elasticity to
price (***), n=61",Literature,"Tcha (2002), a - from demand",Al,0.042,"Al, literature"
315,"Intensity elasticity to
price (***), n=61",Literature,"Tcha (2002), a - from demand",Al,0.175,"Al, literature"
316,"Intensity elasticity to
price (***), n=61",Literature,"Tcha (2002), a - from demand",Al,0.142,"Al, literature"
317,"Intensity elasticity to
price (***), n=61",Literature,"Tcha (2002), a - from demand",Al,-0.036,"Al, literature"
318,"Intensity elasticity to
price (***), n=61",Literature,"Tcha (2002), a - from demand",Al,0.004,"Al, literature"
319,"Intensity elasticity to
price (***), n=61",Literature,"Tcha (2002), b - from demand",Al,-0.019,"Al, literature"
320,"Intensity elasticity to
price (***), n=61",Literature,"Tcha (2002), b - from demand",Al,0.106,"Al, literature"
321,"Intensity elasticity to
price (***), n=61",Literature,"Tcha (2002), b - from demand",Al,0.077,"Al, literature"
322,"Intensity elasticity to
price (***), n=61",Literature,"Tcha (2002), b - from demand",Al,0.034,"Al, literature"
323,"Intensity elasticity to
price (***), n=61",Literature,"Tcha (2002), b - from demand",Al,0.047,"Al, literature"
324,"Intensity elasticity to
price (***), n=61",Literature,"Tcha (2002), b - from demand",Al,0.177,"Al, literature"
325,"Intensity elasticity to
price (***), n=61",Literature,"Tcha (2002), b - from demand",Al,0.153,"Al, literature"
326,"Intensity elasticity to
price (***), n=61",Literature,"Tcha (2002), b - from demand",Al,-0.032,"Al, literature"
327,"Intensity elasticity to
price (***), n=61",Literature,"Tcha (2002), b - from demand",Al,-0.009,"Al, literature"
328,"Intensity elasticity to
price (***), n=61",Literature,Tcha and Takashina (2002) - from demand,Al,0.004,"Al, literature"
329,"Intensity elasticity to
price (***), n=61",Literature,Zink et al. (2018) - from demand,Al,-0.202,"Al, literature"
330,"Intensity elasticity to
price (***), n=61",Literature,"Hojman (1981), a - from demand",Al,-0.04,"Al, literature"
331,"Intensity elasticity to
price (***), n=61",Literature,"Hojman (1981), b - from demand",Al,-1.25,"Al, literature"
332,"10 x Intensity
elasticity to time ( ), n=3",Literature,"Pei and Tilton (1999), a - from demand",Al,-0.3,"Al, literature"
333,"10 x Intensity
elasticity to time ( ), n=3",Literature,"Pei and Tilton (1999), b - from demand",Al,1.52,"Al, literature"
334,"10 x Intensity
elasticity to time ( ), n=3",Literature,Stuermer (2017) - from demand,Al,-0.08,"Al, literature"
335,"Mine CU elasticity
to TCM (**), n=17",Literature,Blomberg (2000),Al,0.17,"Al, literature"
336,"Mine CU elasticity
to TCM (**), n=17",Literature,Choe (1990),Al,0.117,"Al, literature"
337,"Mine CU elasticity
to TCM (**), n=17",Literature,Choe (1990),Al,0.117,"Al, literature"
338,"Mine CU elasticity
to TCM (**), n=17",Literature,Deadman and Grace (1979),Al,0.23,"Al, literature"
339,"Mine CU elasticity
to TCM (**), n=17",Literature,Fisher (1981),Al,1.5023,"Al, literature"
340,"Mine CU elasticity
to TCM (**), n=17",Literature,Fisher (1981),Al,0.2911,"Al, literature"
341,"Mine CU elasticity
to TCM (**), n=17",Literature,Fisher (1981),Al,0.9207,"Al, literature"
342,"Mine CU elasticity
to TCM (**), n=17",Literature,"Fisher and Owen (1981), a",Al,0.291,"Al, literature"
343,"Mine CU elasticity
to TCM (**), n=17",Literature,"Fisher and Owen (1981), b",Al,1.502,"Al, literature"
344,"Mine CU elasticity
to TCM (**), n=17",Literature,Hojman (1981),Al,0.05,"Al, literature"
345,"Mine CU elasticity
to TCM (**), n=17",Literature,Hojman (1981),Al,0.71,"Al, literature"
346,"Mine CU elasticity
to TCM (**), n=17",Literature,Hojman (1981),Al,0.073,"Al, literature"
347,"Mine CU elasticity
to TCM (**), n=17",Literature,Hojman (1981),Al,1.19,"Al, literature"
348,"Mine CU elasticity
to TCM (**), n=17",Literature,Hojman (1981),Al,0.2,"Al, literature"
349,"Mine CU elasticity
to TCM (**), n=17",Literature,Hojman (1981),Al,0.05,"Al, literature"
350,"Mine CU elasticity
to TCM (**), n=17",Literature,Slade (1980a),Al,-0.25,"Al, literature"
351,"Mine CU elasticity
to TCM (**), n=17",Literature,Zink et al. (2018),Al,0.425,"Al, literature"
352,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=5",Literature,Bartos (2007),Al,-0.22999999999999998,"Al, literature"
353,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=5",Literature,This study,Al,0.05600000000000001,"Al, literature"
354,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=5",Literature,"Topp (2008), a",Al,1.04,"Al, literature"
355,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=5",Literature,"Topp (2008), b",Al,-0.38,"Al, literature"
356,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=5",Literature,"Topp (2008), c",Al,0.2,"Al, literature"
357,"Mine cost elasticity
to ore grade ( ), n=1",Literature,This study,Al,-0.458,"Al, literature"
358,"Mine CU elasticity
to TCM (*), n=17",This study,This study 0,Au,0.124394477863535,"Au, this study"
359,"Mine CU elasticity
to TCM (*), n=17",This study,This study 1,Au,0.0403589874904855,"Au, this study"
360,"Mine CU elasticity
to TCM (*), n=17",This study,This study 2,Au,0.006428277999893,"Au, this study"
361,"Mine CU elasticity
to TCM (*), n=17",This study,This study 3,Au,0.0696092003345289,"Au, this study"
362,"Mine CU elasticity
to TCM (*), n=17",This study,This study 4,Au,0.0175610194403502,"Au, this study"
363,"Mine CU elasticity
to TCM (*), n=17",This study,This study 5,Au,0.8907874254110885,"Au, this study"
364,"Mine CU elasticity
to TCM (*), n=17",This study,This study 6,Au,0.1732092693092012,"Au, this study"
365,"Mine CU elasticity
to TCM (*), n=17",This study,This study 7,Au,0.1917914286222197,"Au, this study"
366,"Mine CU elasticity
to TCM (*), n=17",This study,This study 8,Au,0.9040369609714924,"Au, this study"
367,"Mine CU elasticity
to TCM (*), n=17",This study,This study 9,Au,0.58321649340977,"Au, this study"
368,"Mine CU elasticity
to TCM (*), n=17",This study,This study 10,Au,0.7050417225748508,"Au, this study"
369,"Mine CU elasticity
to TCM (*), n=17",This study,This study 11,Au,0.3872059339059031,"Au, this study"
370,"Mine CU elasticity
to TCM (*), n=17",This study,This study 12,Au,0.0224366284568511,"Au, this study"
371,"Mine CU elasticity
to TCM (*), n=17",This study,This study 13,Au,0.17000172849392,"Au, this study"
372,"Mine CU elasticity
to TCM (*), n=17",This study,This study 14,Au,0.657862336548438,"Au, this study"
373,"Mine CU elasticity
to TCM (*), n=17",This study,This study 15,Au,0.1706064853575379,"Au, this study"
374,"Mine CU elasticity
to TCM (*), n=17",This study,This study 16,Au,0.1196189589597516,"Au, this study"
375,"Mine CU elasticity
to TCM (*), n=17",This study,This study 17,Au,0.2884705574454166,"Au, this study"
376,"Mine CU elasticity
to TCM (*), n=17",This study,This study 18,Au,0.2591051139546411,"Au, this study"
377,"Mine CU elasticity
to TCM (*), n=17",This study,This study 19,Au,0.300550685289619,"Au, this study"
378,"Mine CU elasticity
to TCM (*), n=17",This study,This study 20,Au,0.1821055418220501,"Au, this study"
379,"Mine CU elasticity
to TCM (*), n=17",This study,This study 21,Au,0.0582857780633554,"Au, this study"
380,"Mine CU elasticity
to TCM (*), n=17",This study,This study 22,Au,0.2713184282112909,"Au, this study"
381,"Mine CU elasticity
to TCM (*), n=17",This study,This study 23,Au,0.5427780168593781,"Au, this study"
382,"Mine CU elasticity
to TCM (*), n=17",This study,This study 24,Au,0.7146886212716144,"Au, this study"
383,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=5",This study,This study 0,Au,0.25439641890308357,"Au, this study"
384,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=5",This study,This study 1,Au,0.2336593941822719,"Au, this study"
385,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=5",This study,This study 2,Au,-0.40283738714343986,"Au, this study"
386,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=5",This study,This study 3,Au,-0.2451475660025148,"Au, this study"
387,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=5",This study,This study 4,Au,0.2424990228419742,"Au, this study"
388,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=5",This study,This study 5,Au,-0.11588491622401209,"Au, this study"
389,"$\frac{1}{10} x$ Mine cost change
per year ( ), n=5",This study,This study 6,Au,0.01541228382890116,"Au, this study"
